"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","NAICS_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110004057528","RCRAINFO","NCR000008847","UNSPECIFIED UNIVERSE","711219","PRIMARY","OTHER SPECTATOR SPORTS."
"110004057528","AIR","NC0000003704900310","AIR MINOR","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004057528","AIRS/AFS","3709700310","AIR MINOR","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004057564","RCRAINFO","NCR000008888","UNSPECIFIED UNIVERSE","493110","PRIMARY","GENERAL WAREHOUSING AND STORAGE."
"110004057608","AIRS/AFS","3700900068","AIR MINOR","336211","PRIMARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004057608","NC-FITS","4624","STATE MASTER","336111","UNKNOWN","AUTOMOBILE MANUFACTURING."
"110004057608","EIS","8478611","AIR MINOR","336211","PRIMARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004057608","AIR","NC0000003700500068","AIR MINOR","336211","PRIMARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004057608","RCRAINFO","NCR000008920","LQG","336211","PRIMARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004057706","AIRS/AFS","3708900318","AIR MINOR","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","OSHA-OIS","317001774","OSHA ESTABLISHMENT","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","EIS","17686211","AIR MINOR","33634","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING"
"110004057706","OSHA-OIS","317353670","OSHA ESTABLISHMENT","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","OSHA-OIS","317001808","OSHA ESTABLISHMENT","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","TRIS","28732CNTNN1QUAL","TRI REPORTER","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","OSHA-OIS","317985513","OSHA ESTABLISHMENT","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","AIR","NC0000003704500318","AIR MINOR","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","OSHA-OIS","317985091","OSHA ESTABLISHMENT","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","RCRAINFO","NCR000009050","LQG","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057706","OSHA-OIS","317999043","OSHA ESTABLISHMENT","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110004057742","RCRAINFO","NCR000009100","UNSPECIFIED UNIVERSE","44111","PRIMARY","NEW CAR DEALERS"
"110004057779","RCRAINFO","NCR000009134","SQG","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110004057822","RCRAINFO","NCR000009209","UNSPECIFIED UNIVERSE","811310","PRIMARY","COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE."
"110004057859","RCRAINFO","NCR000009241","UNSPECIFIED UNIVERSE","334511","PRIMARY","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING."
"110004057859","RCRAINFO","NCR000009241","UNSPECIFIED UNIVERSE","48819","SECONDARY","OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION"
"110004057911","RCRAINFO","NCR000009357","SQG","44111","PRIMARY","NEW CAR DEALERS"
"110004057920","RCRAINFO","NCR000009373","UNSPECIFIED UNIVERSE","81232","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED) "
"110004057939","RCRAINFO","NCR000009381","UNSPECIFIED UNIVERSE","532120","PRIMARY","TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING."
"110004057957","RCRAINFO","NCR000009415","UNSPECIFIED UNIVERSE","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004058019","RCRAINFO","NCR000009472","UNSPECIFIED UNIVERSE","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004058037","RCRAINFO","NCR000009514","UNSPECIFIED UNIVERSE","811111","PRIMARY","GENERAL AUTOMOTIVE REPAIR."
"110004058055","AIRS/AFS","3718300666","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004058064","RCRAINFO","NCR000009548","SQG","811118","PRIMARY","OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE."
"110004058073","RCRAINFO","NCR000009555","UNSPECIFIED UNIVERSE","33911","PRIMARY","MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING"
"110004058091","RCRAINFO","NCR000009571","UNSPECIFIED UNIVERSE","485410","PRIMARY","SCHOOL AND EMPLOYEE BUS TRANSPORTATION."
"110004058108","RCRAINFO","NCR000009597","UNSPECIFIED UNIVERSE","452111","PRIMARY","DEPARTMENT STORES (EXCEPT DISCOUNT DEPARTMENT STORES)."
"110004058117","RCRAINFO","NCR000009605","UNSPECIFIED UNIVERSE","54138","PRIMARY","TESTING LABORATORIES"
"110004058126","RCRAINFO","NCR000009613","UNSPECIFIED UNIVERSE","44111","PRIMARY","NEW CAR DEALERS"
"110004058162","RCRAINFO","NCR000009662","UNSPECIFIED UNIVERSE","54171","PRIMARY","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"110004058224","RCRAINFO","NCR000009738","SQG","336413","PRIMARY","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING."
"110004058331","RCRAINFO","NCR000009860","UNSPECIFIED UNIVERSE","311423","PRIMARY","DRIED AND DEHYDRATED FOOD MANUFACTURING."
"110004058377","RCRAINFO","NCR000009928","UNSPECIFIED UNIVERSE","532120","PRIMARY","TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING."
"110004058386","RCRAINFO","NCR000009936","UNSPECIFIED UNIVERSE","532120","PRIMARY","TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING."
"110004058439","RCRAINFO","NCR000010025","UNSPECIFIED UNIVERSE","811111","PRIMARY","GENERAL AUTOMOTIVE REPAIR."
"110004058518","RCRAINFO","NCR000010116","OTHER HAZARDOUS WASTE ACTIVITIES","32311","PRIMARY","PRINTING"
"110004058536","RCRAINFO","NCR000010199","SQG","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004058545","RCRAINFO","NCR000010207","UNSPECIFIED UNIVERSE","54199","PRIMARY","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"
"110004058590","RCRAINFO","NCR000010306","UNSPECIFIED UNIVERSE","51111","PRIMARY","NEWSPAPER PUBLISHERS"
"110004058643","RCRAINFO","NCR000010389","UNSPECIFIED UNIVERSE","81232","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED) "
"110004058643","AIRS/AFS","3712900328","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004058787","RCRAINFO","NCR000010561","UNSPECIFIED UNIVERSE","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110004058796","RCRAINFO","NCR000010579","UNSPECIFIED UNIVERSE","336211","PRIMARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004058821","RCRAINFO","NCR000010611","UNSPECIFIED UNIVERSE","33999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING"
"110004058894","RCRAINFO","NCR000010694","UNSPECIFIED UNIVERSE","44611","PRIMARY","PHARMACIES AND DRUG STORES"
"110004058910","RCRAINFO","NCR000010710","UNSPECIFIED UNIVERSE","81232","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED) "
"110004058910","RCRAINFO","NCR000150227","UNSPECIFIED UNIVERSE","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004058929","RCRAINFO","NCR000010736","UNSPECIFIED UNIVERSE","334210","PRIMARY","TELEPHONE APPARATUS MANUFACTURING."
"110004058929","TRIS","28269LCNTT1TWIN","TRI REPORTER","334416","PRIMARY","ELECTRONIC COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING."
"110004058956","RCRAINFO","NCR000010769","UNSPECIFIED UNIVERSE","334418","PRIMARY","PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING."
"110004058983","RCRAINFO","NCR000010793","UNSPECIFIED UNIVERSE","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004059036","RCRAINFO","NCR000010843","UNSPECIFIED UNIVERSE","92219","PRIMARY","OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"
"110004059090","RCRAINFO","NCR000010942","UNSPECIFIED UNIVERSE","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110004059170","OSHA-OIS","317353795","OSHA ESTABLISHMENT","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059170","RCRAINFO","NCR000011072","UNSPECIFIED UNIVERSE","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059170","EIS","10731611","AIR MINOR","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059170","AIRS/AFS","3706700894","AIR MINOR","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059170","OSHA-OIS","317942233","OSHA ESTABLISHMENT","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059170","AIR","NCFCO0003706700894","AIR MINOR","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059170","OSHA-OIS","316978865","OSHA ESTABLISHMENT","332312","PRIMARY","FABRICATED STRUCTURAL METAL MANUFACTURING."
"110004059214","RCRAINFO","NCR000011114","UNSPECIFIED UNIVERSE","711219","PRIMARY","OTHER SPECTATOR SPORTS."
"110004059269","OSHA-OIS","343188892","OSHA ESTABLISHMENT","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004059269","OSHA-OIS","317715308","OSHA ESTABLISHMENT","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004059269","RCRAINFO","NCR000011205","LQG","541380","PRIMARY","TESTING LABORATORIES."
"110004059287","RCRAINFO","NCR000011254","UNSPECIFIED UNIVERSE","49311","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110004059296","RCRAINFO","NCR000011304","UNSPECIFIED UNIVERSE","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110004059401","AIRS/AFS","3711900108","AIR SYNTHETIC MINOR","323110","PRIMARY","COMMERCIAL LITHOGRAPHIC PRINTING."
"110004059401","AIR","NCMEC0108","AIR SYNTHETIC MINOR","323110","PRIMARY","COMMERCIAL LITHOGRAPHIC PRINTING."
"110004059401","RCRAINFO","NCR000011452","UNSPECIFIED UNIVERSE","32311","PRIMARY","PRINTING"
"110004059401","TRIS","28134PRLNP1519I","TRI REPORTER","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110004059401","EIS","7933211","AIR EMISSIONS CLASSIFICATION UNKNOWN","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110004059410","RCRAINFO","NCR000011460","UNSPECIFIED UNIVERSE","332313","PRIMARY","PLATE WORK MANUFACTURING."
"110004059474","RCRAINFO","NCR000011544","UNSPECIFIED UNIVERSE","711219","PRIMARY","OTHER SPECTATOR SPORTS."
"110004059517","RCRAINFO","NCR000011601","SQG","32311","PRIMARY","PRINTING"
"110004059544","RCRAINFO","NCR000011668","UNSPECIFIED UNIVERSE","11111","PRIMARY","SOYBEAN FARMING"
"110004059553","RCRAINFO","NCR000011676","UNSPECIFIED UNIVERSE","54171","PRIMARY","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"110004059580","RCRAINFO","NCR000011718","UNSPECIFIED UNIVERSE","11113","PRIMARY","DRY PEA AND BEAN FARMING"
"110004059660","RCRAINFO","NCR000011809","UNSPECIFIED UNIVERSE","332721","PRIMARY","PRECISION TURNED PRODUCT MANUFACTURING."
"110004059688","EIS","9343511","AIR MINOR","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110004059688","AIR","NCFCO0003706700931","AIR MINOR","323110","PRIMARY","COMMERCIAL LITHOGRAPHIC PRINTING."
"110004059688","RCRAINFO","NCR000011825","UNSPECIFIED UNIVERSE","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110004059688","AIRS/AFS","3706700931","AIR MINOR","323110","PRIMARY","COMMERCIAL LITHOGRAPHIC PRINTING."
"110004059697","RCRAINFO","NCR000011833","UNSPECIFIED UNIVERSE","532120","PRIMARY","TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING."
"110004059777","RCRAINFO","NCR000011916","UNSPECIFIED UNIVERSE","44412","PRIMARY","PAINT AND WALLPAPER STORES"
"110004059795","RCRAINFO","NCR000011932","UNSPECIFIED UNIVERSE","532120","PRIMARY","TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING."
"110004059802","RCRAINFO","NCR000011957","TRANSPORTER","484230","PRIMARY","SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE."
"110004059893","RCRAINFO","NCR000012096","SQG","444110","PRIMARY","HOME CENTERS."
"110004059900","AIRS/AFS","3703700092","AIR MINOR","333999","PRIMARY","ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING."
"110004059900","AIR","NC0000003701900092","AIR MINOR","333999","PRIMARY","ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING."
"110004059900","NC-FITS","1969","STATE MASTER","333999","UNKNOWN","ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING."
"110004059900","EIS","17024511","AIR MINOR","333999","PRIMARY","ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING."
"110004059937","EIS","9343611","AIR EMISSIONS CLASSIFICATION UNKNOWN","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110004059937","AIR","NCFCO0003706700925","AIR MINOR","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110004059937","AIRS/AFS","3706700925","AIR MINOR","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110004059946","RCRAINFO","NCR000012161","UNSPECIFIED UNIVERSE","621112","SECONDARY","OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS."
"110004059946","RCRAINFO","NCR000012161","UNSPECIFIED UNIVERSE","621493","PRIMARY","FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS."
"110004059946","RCRAINFO","NCR000012161","UNSPECIFIED UNIVERSE","621512","SECONDARY","DIAGNOSTIC IMAGING CENTERS."
"110004059964","RCRAINFO","NCR000012195","LQG","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004059973","RCRAINFO","NCR000012203","OTHER HAZARDOUS WASTE ACTIVITIES","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004060042","RCRAINFO","NCR000012278","UNSPECIFIED UNIVERSE","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004060051","RCRAINFO","NCR000012294","UNSPECIFIED UNIVERSE","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004060060","EIS","13448811","AIR MINOR","31323","PRIMARY","NONWOVEN FABRIC MILLS"
"110004060060","RCRAINFO","NCR000012302","UNSPECIFIED UNIVERSE","31323","PRIMARY","NONWOVEN FABRIC MILLS"
"110004060088","AIRS/AFS","3704902005","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004060104","RCRAINFO","NCR000012351","UNSPECIFIED UNIVERSE","811121","PRIMARY","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
"110004060131","RCRAINFO","NCR000012385","UNSPECIFIED UNIVERSE","423120","PRIMARY","MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS"
"110004060220","RCRAINFO","NCR000012773","SQG","81232","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED) "
"110004060220","AIRS/AFS","3718300749","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110004060220","EPS","EPS10035511","AIR PROGRAM","327910","PRIMARY","ABRASIVE PRODUCT MANUFACTURING."
"110004060239","RCRAINFO","NCR000012781","SQG","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110004060248","RCRAINFO","NCR000012799","LQG","54171","PRIMARY","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"110004060257","AIRS/AFS","3717900182","AIR MINOR","323112","PRIMARY","COMMERCIAL FLEXOGRAPHIC PRINTING."
"110004060257","NC-FITS","4690","STATE MASTER","323112","UNKNOWN","COMMERCIAL FLEXOGRAPHIC PRINTING."
"110004060293","RCRAINFO","NCR000012880","UNSPECIFIED UNIVERSE","711219","PRIMARY","OTHER SPECTATOR SPORTS."
"110004060319","RCRAINFO","NCR000012922","UNSPECIFIED UNIVERSE","335999","PRIMARY","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING."
"110004060346","RCRAINFO","NCR000012955","SQG","339991","SECONDARY","GASKET, PACKING, AND SEALING DEVICE MANUFACTURING."
"110004060346","RCRAINFO","NCR000143248","UNSPECIFIED UNIVERSE","332812","PRIMARY","METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
"110004060346","RCRAINFO","NCR000012955","SQG","332812","PRIMARY","METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
"110004060355","RCRAINFO","NCD986229631","UNSPECIFIED UNIVERSE","81111","PRIMARY","AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE"
"110004060382","RCRAINFO","NCR000013003","UNSPECIFIED UNIVERSE","81232","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED) "
"110004060391","OSHA-OIS","316601988","OSHA ESTABLISHMENT","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110004060417","CAMDBS","7805","AIR PROGRAM","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060417","E-GGRT","1001150","GREENHOUSE GAS REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060417","NC-FITS","3900","STATE MASTER","221122","UNKNOWN","ELECTRIC POWER DISTRIBUTION."
"110004060417","TRIS","28345PRGRSNCSR1","TRI REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060417","AIRS/AFS","3715300070","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060417","RCRAINFO","NCR000013052","SQG","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060417","EIS","8490411","HAZARDOUS AIR POLLUTANT MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060417","AIR","NC0000003707700070","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110004060426","AIR","NC0000003707900172","AIR MINOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110004060426","AIRS/AFS","3715700172","AIR MINOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110004060426","NC-FITS","1182","STATE MASTER","337122","UNKNOWN","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110004060426","EIS","8493311","CRITERIA AIR POLLUTANT MAJOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110004060426","RCRAINFO","NCR000013060","UNSPECIFIED UNIVERSE","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110004060426","TRIS","27048STHRN302WM","TRI REPORTER","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110004060435","RCRAINFO","NCR000013094","SQG","332812","PRIMARY","METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
"110004060453","AIRS/AFS","3714700271","AIR SYNTHETIC MINOR","336322","PRIMARY","OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING."
"110004060453","NC-FITS","2073","STATE MASTER","336322","UNKNOWN","OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING."
"110004060453","AIR","NC0000003707400271","AIR SYNTHETIC MINOR","336322","PRIMARY","OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING."
"110004060471","RCRAINFO","NCR000013136","UNSPECIFIED UNIVERSE","336412","PRIMARY","AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING."
"110004060523","RCRAINFO","NCR000013193","UNSPECIFIED UNIVERSE","23822","PRIMARY","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS "
"110004060541","RCRAINFO","NCR000013219","UNSPECIFIED UNIVERSE","11111","PRIMARY","SOYBEAN FARMING"
"110004060587","RCRAINFO","NCR000013276","UNSPECIFIED UNIVERSE","54133","PRIMARY","ENGINEERING SERVICES"
"110004060596","RCRAINFO","NCR000013284","UNSPECIFIED UNIVERSE","325320","PRIMARY","PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING."
"110004060612","RCRAINFO","NCR000013318","SQG","484122","PRIMARY","GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD."
"110004060630","RCRAINFO","NCR000013367","SQG","447190","SECONDARY","OTHER GASOLINE STATIONS."
"110004060630","RCRAINFO","NCR000013367","SQG","441320","SECONDARY","TIRE DEALERS."
"110004060685","RCRAINFO","NCR000013433","UNSPECIFIED UNIVERSE","541380","PRIMARY","TESTING LABORATORIES."
"110004060694","RCRAINFO","NCR000013441","UNSPECIFIED UNIVERSE","81112","PRIMARY","AUTOMOTIVE BODY, PAINT, INTERIOR, AND GLASS REPAIR"
"110004060792","NC-FITS","4706","STATE MASTER","336211","UNKNOWN","MOTOR VEHICLE BODY MANUFACTURING."
"110004060792","RCRAINFO","NCR000135236","UNSPECIFIED UNIVERSE","336211","SECONDARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004060792","TRIS","27407DMLRC6012H","TRI REPORTER","336211","PRIMARY","MOTOR VEHICLE BODY MANUFACTURING."
"110004060792","RCRAINFO","NCR000135236","UNSPECIFIED UNIVERSE","33612","PRIMARY","HEAVY DUTY TRUCK MANUFACTURING"
"110004060818","NC-FITS","637","STATE MASTER","332322","UNKNOWN","SHEET METAL WORK MANUFACTURING."
"110004060818","AIRS/AFS","3707700098","AIR MINOR","332322","PRIMARY","SHEET METAL WORK MANUFACTURING."
"110004060818","AIR","NC0000003703900098","AIR MINOR","332322","PRIMARY","SHEET METAL WORK MANUFACTURING."
"110004060818","OSHA-OIS","316596246","OSHA ESTABLISHMENT","332812","PRIMARY","METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
"110004060818","EIS","10623911","AIR MINOR","332322","PRIMARY","SHEET METAL WORK MANUFACTURING."
"110004060836","AIRS/AFS","3719500204","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060836","EIS","13566211","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060836","RCRAINFO","NCR000135285","LQG","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060836","AIR","NC0000003709800204","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060845","RCRAINFO","NCR000135293","LQG","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060845","AIR","NC0000003707400294","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060845","OSHA-OIS","317040871","OSHA ESTABLISHMENT","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060845","EIS","13621711","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060845","AIRS/AFS","3714700294","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110004060854","RCRAINFO","NCR000135301","UNSPECIFIED UNIVERSE","111333","PRIMARY","STRAWBERRY FARMING."
"110004060907","RCRAINFO","NCR000135368","UNSPECIFIED UNIVERSE","811111","PRIMARY","GENERAL AUTOMOTIVE REPAIR."
"110004060916","RCRAINFO","NCR000135384","TRANSPORTER","484110","PRIMARY","GENERAL FREIGHT TRUCKING, LOCAL."
"110004060916","RCRAINFO","NCR000135384","TRANSPORTER","562219","SECONDARY","OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110004060916","AIR","NC0000003707600328","AIR MINOR","484110","PRIMARY","GENERAL FREIGHT TRUCKING, LOCAL."
"110004060916","EIS","15658511","AIR MINOR","48411","PRIMARY","GENERAL FREIGHT TRUCKING, LOCAL"
"110004060916","AIRS/AFS","3715100328","AIR MINOR","484110","PRIMARY","GENERAL FREIGHT TRUCKING, LOCAL."
"110004060916","RCRAINFO","NCR000135384","TRANSPORTER","562112","SECONDARY","HAZARDOUS WASTE COLLECTION."
"110004060925","RCRAINFO","NCR000135418","UNSPECIFIED UNIVERSE","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110004060943","RCRAINFO","NCR000135434","SQG","323112","PRIMARY","COMMERCIAL FLEXOGRAPHIC PRINTING."
"110004060961","RCRAINFO","NCR000135459","UNSPECIFIED UNIVERSE","44611","PRIMARY","PHARMACIES AND DRUG STORES"
"110004060989","RCRAINFO","NCR000135483","UNSPECIFIED UNIVERSE","484121","PRIMARY","GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD."
